네, 확인 감사합니다. 수거할 주소가 광주 광산구 대정읍 516로 183번길 56 맞습니까?	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
네, 확인 감사합니다. 수거 주소지는 고객님 배송받으셨던 충북 음성 이원면으로 진행을 해드릴까요?	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
주소: 부산 중구 광복로 56-14	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
아주대앞 카페안녕의 치즈쪼꼬께이끄와 아이스 아메리카노 두잔.	AD_DETAIL-B AD_DETAIL-I O O O O
주소가 하남시 강북구 교1동 다음 어떻게되십니까?	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
네, 확인 감사합니다. 수거할 주소가 경기 부천시 권선구 권선동 맞습니까?	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
경상남도 거제시 거제면 내간리요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
예, 기다려 주셔서 감사합니다. 회수할 주소는 경북 구미시 오량동 증산로 나머지 주소 확인 부탁드립니다.	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
896호.	AD_DETAIL-B
힐스테이트아파트 163동8665호입니다.	AD_DETAIL-B AD_DETAIL-I
서울특별시 종로구 낙산성곽서1길 26	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
데시앙아파트 403동0655호입니다.	AD_DETAIL-B AD_DETAIL-I
1195동 448호요.	AD_DETAIL-B AD_DETAIL-I
센트레빌아파트 927동3251호입니다.	AD_DETAIL-B AD_DETAIL-I
광주신세계 4층 컨시어지데스크 062.360.6466	AD_DETAIL-B AD_DETAIL-I O O
네, 확인해 주셔서 감사합니다. 상품 수거할 주소가 강원도 강릉시 노원동2가 맞습니까?	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
남원오피스텔 3326호.	AD_DETAIL-B AD_DETAIL-I
동대문에 레진아트 재료 사러 갔다가 슬라임재료 파는곳을 보게되어 글써봄! 동대문 종합상가 5층, B동 5168호이고 이름은 클레이앤데코! 좀 구석진 곳에 있다.	O O O O O O O O O AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I O O O O
183동 4766호요. 그리고 제가 출근하기 때문에 경비실에 맡길게요.	AD_DETAIL-B AD_DETAIL-I O O O O O O
동문굿모닝힐아파트 875동1940호입니다.	AD_DETAIL-B AD_DETAIL-I
아이 실종을 예방하기 위해 아동사전등록 신청하러 안양6동 경찰서 명학지구대를 찾아갔다왔답니다.	O O O O O O AD_ADDRESS-B O AD_DETAIL-B O
상품 회수 주소 확인 도와드릴텐데요. 대전 서구 주중로 26번길 이하 주소 말씀 부탁드립니다.	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
부산 해운대구 우동 1458 2층	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
104동1821호입니다.	AD_DETAIL-B
회수하는 주소가 대구 북구 고산자로54길 확인됩니다. 이하 주소 말씀 부탁 드립니다.	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O O O
푸르지오아파트 465동3283호입니다	AD_DETAIL-B AD_DETAIL-I
e편한세상아파트 570동2692호입니다.	AD_DETAIL-B AD_DETAIL-I
현대1차아파트 541동 3151호요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
네 확인 감사합니다. 반품 처리 도움 드리겠습니다. 상품 회수는 경북 상주 대동면에서 할까요?	O O O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
단독 주택 맞습니까?	AD_DETAIL-B AD_DETAIL-I O
150다시 301요.	AD_ADDRESS-B AD_ADDRESS-I
장재리용연마을휴먼시아3단지 512동 4753호 입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O
가동 502호 입니다.	AD_DETAIL-B AD_DETAIL-I O
서울특별시 종로구 수표로28길 22 망원동티라미수	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-I
부산광역시 남구 감만동	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I
부산광역시 수영구 광안해변로 125 3층	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
고객님 저희가 수거는 노원구 퇴계동 퇴계이안아파트 몇 동 몇 호에서 수거하면 될까요?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B O O O O O O
전라남도 광양시 다압면 지막1길 55 섬진마을	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
네 그리고 배송지 말씀하신 양덕로 목련연립 202호로 배송해 드릴 거고요.	O O O O AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I O O O
황새울공원에서 시작합니다.	AD_DETAIL-B O
123 다시 7 202동 738호요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
수거할 주소는 배송 받으셨던 경기 화성시 기장군 철마면 곡천길 이하 주소 확인 부탁 드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
네, 수거할 주소는 부산 금정구 다대1동 맞습니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
밀양시 수성구 재궁동 다음주소가 어떻게되십니까?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
광주광역시 북구 용봉로 77 전남대학교	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
구의대림아크로리버 5층 502호예요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
535동 2734호요.	AD_DETAIL-B AD_DETAIL-I
해운대 마린시티 두산위브제니스상가 B동 6층에 위치한 SS망고예요 :)	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I O AD_DETAIL-I O
고양시 원당 카페 모모드팡 내부에요~	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I O
고객님 안타깝지만 반품으로 도와 드리겠습니다. 배송지가 울산 북산면 청평1리 맞습니까?	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
1283동 3390호 입니다.	AD_DETAIL-B AD_DETAIL-I O
아 네. 고객님. 회수 주소도 똑같이 권선구 번덕9번 길 282 몇동 몇호세요?	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O
반품 처리 잘 되었구요. 반품 주소 다시 한번 확인하겠습니다. 부산 진구 해안남로 1184번길 42 다시 3 우미오션빌아파트 몇호세요?	O O O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O
기장 롯데아울렛에서 구입한 유니클로 잠옷바지 :)	AD_DETAIL-B AD_DETAIL-I O O O O
고객님 확인 감사합니다. 상품 회수는 경남 창원시 진해구 독정이로99번길에서 진행할까요?	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
용인시 기흥구 영덕동에 있는 gs주유소입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O AD_DETAIL-B
신길6동지점 CD기입니다.	AD_DETAIL-B O
코오롱동신아파트 1234동 4686호예요.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
41번길 이하 주소 확인 부탁드립니다.	AD_ADDRESS-B O O O O
구로구 고척1동 83 101호요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
수거할 주소지는 등록되어 있는 인천 연수구 답십리로74길 맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
삼구트리니엔아파트 201동 5층입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
배송 받으셨던 주소가 김해 수성구 범어3동 이하 주소 확인 부탁드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
경기도 수원시 영통구 영통로 215 정원빌딩 5층	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
하늘채아파트 564동3040호입니다.	AD_DETAIL-B AD_DETAIL-I
아, 그러십니까? 그러시면 회수할 주소지는 배송받으셨던 서울시 구로구 384 번지 맞습니까?	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
네, 회수는 배송 받으셨던 서울 마포구 문의면 괴곡안길 맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
부산 망미동 카페 프루토프루타	AD_ADDRESS-B AD_ADDRESS-I O O
서울특별시 동작구 여의대방로24라길 17 1층 카페마노아	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
● 주소 : 울산 북구 매곡로 138-17	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
네 확인해 주셔서 감사합니다. 배송지는 경기 안산시 단원구 금천면 월산리 오방로 쌍용아진3차단지 아파트 이하 주소 확인 부탁 드리겠습니다.	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O O O O O
전라북도 군산시 해망로 244-7	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
고객님 주소가 서산시 상록구 도금동 다음 무엇인가요?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
개령면 서부리 81번지요.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I
강남구 선릉로 162길 13 노블레스빌딩1층	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
광주광역시 중구 성산로 래미안아파트 805동 8914호 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O
이 책은 고 김근태 국회의원이 민주화 운동을 하다가 남영동 대공분실에서 22일간의 고문을 받은 내용이 주제다.	O O O O O O O O AD_ADDRESS-B O O O O O O
ㅇㅇㅇ아파트요.	AD_DETAIL-B
서희스타힐스아파트 568동2606호입니다.	AD_DETAIL-B AD_DETAIL-I
충주시 동남구 아동동 다음주소가 어떻게되십니까?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
쌍암공원 근처라는 것만 알아요	AD_DETAIL-B O O O
충청북도 영동군 심천면 길동길 헌화빌딩 3층입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
1473동 2976호 입니다.	AD_DETAIL-B AD_DETAIL-I O
중부대로 2542번길 2073호요.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B
송정역에 있는 곳이었습니다.	AD_DETAIL-B O O
대연6동 1761 한국아델리움아파트 101동 4714호요.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
25동 4866호요.	AD_DETAIL-B AD_DETAIL-I
청기면 행전길 성원빌라 4층 401호요.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
운정호수공원에서 차타고 가야하는 그곳!	AD_DETAIL-B O O O
호반베르디움아파트 050동5577호입니다.	AD_DETAIL-B AD_DETAIL-I
확인해 주셔서 감사합니다. 회수 주소는 배송 받으셨던 대구 북구 만촌3동 이하 주소 말씀 부탁드립니다.	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
OOO동 자이아파트 10동 43호예요	O AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
223동 4037호요.	AD_DETAIL-B AD_DETAIL-I
네 199동 3686호요.	O AD_DETAIL-B AD_DETAIL-I
정자동 헬싱키카페	AD_ADDRESS-B AD_DETAIL-B
178동337호 입니다.	AD_DETAIL-B O
320동4193호입니다.	AD_DETAIL-B
네 수거는 주소지 고객님 배송 받으셨던 전남 해남군 옥천면으로 진행을 해드릴까요?	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
힐스테이트아파트 371동7990호입니다.	AD_DETAIL-B AD_DETAIL-I
영천시 동안구 덕동동 다음주소가 어떻게되십니까?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
토지지번 주소 용호동 176-8번지는1필지 땅 덩어리를 말해 줍니다.	O O AD_ADDRESS-B AD_ADDRESS-I O O O O
반품 주소는 배송 받으셨던 인천 연수구 오현로이하 주소 확인 부탁드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O
경상남도 김해시 내동 연지마을현대아파트 746동 3678호.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
서울특별시 용산구 한강대로 371 2층	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
고객님 주소가 원주시 은계동 상세주소를	O O AD_ADDRESS-B AD_ADDRESS-I O
상품 배송 받으셨던 서울시 강서구 부림동 회기로29길 이하 주소 확인 부탁 드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
김해시 서구 회산동 다음주소가 어떻게되십니까?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
870동 1358호요.	AD_DETAIL-B AD_DETAIL-I
예, 배송 받으셨던 주소가 경기 고양시 일산 동구 삼각산동 650 무궁화아파트 이하 주소 확인 부탁드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O
◆ 주소 : 울산 북구 상방로 85,	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
마정리 메트로팔레스5단지아파트 상가 201호입니다.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
서울특별시 용산구 동자동 43-207	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
충남 금산군 금산읍 신대리 392번지	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
서울특별시 서대문구 명물길 19 경오빌딩	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
네, 확인 감사합니다. 반품으로 도와드리겠습니다. 수거할 주소는 경남 함안군 서화면 천도로81번길 맞습니까?	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
위치는 울산 북구 호계매곡1로 31 이곳입니다!	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
송파지역 지점으로 가셔서 상담받으시면 됩니다.	AD_ADDRESS-B O O O O
동해시 쇄운동 부영아파트 111동 491호 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O
고객님 주소가 612번지 맞으시죠?	O O AD_DETAIL-B O
네비 주소 : 초지동 734-10 1층!!	O O O AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B
인천광역시 미추홀구 매소홀로 618	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
817동4224호입니다.	AD_DETAIL-B
네, 확인 감사합니다. 안타깝지만 반품 처리하겠습니다. 주소 확인해 드리겠습니다. 경북 경주시 상장동 우림라이온스밸리2차맨션 맞습니까?	O O O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O
청주 가경동 발산공원 맞은편에 위치한 베네스타는 건물에 위치한 주차장에 주차를 하시고 엘레베이터를 타고 1층으로 내려가시면 됩니다!	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B O O AD_DETAIL-I O O O O O O O O O O
한보라마을 경남아너스빌 아파트 102동 301호 입니다.	AD_ADDRESS-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I O
서울특별시 강남구 논현동 201-12	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
사시는 곳이 서울특별시 송파구 가락본동 이하 주소가 어떻게 되시죠?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
상품 회수지가 전남 전주시 틀못4길맞습니까?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I
주소 확인해 보겠습니다. 인천 서구 동래구 명장로 47번길 삼환아파트 몇 동 몇 호입니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O
네 확인 감사합니다. 배송 받으셨던 주소지 서울 관악구 명동7길 이하 주소 확인 부탁드립니다.	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
조흥아파트 365동 4742호 입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O
강원도 원주시 단구동 500-1	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
한화포레나아파트 427동5076호입니다.	AD_DETAIL-B AD_DETAIL-I
113동 4552호입니다.	AD_DETAIL-B AD_DETAIL-I
종로구 삼청로 108	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I
군대생활 마무리를 광주 비행장에서 했고, 아버님 고향이 하남면 장덕리 736번지라 자주 다녔던 곳입니다.	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O
저희가 회수 접수해드리겠습니다. 회수할 주소는 배송받으셨던 대전 동구 문화북4길 32 주공아파트 이하 주소 다시 한번 확인 부탁드립니다.	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O O O
현대시티아울렛 라에스키모 카페에서 먹었던 음료	AD_DETAIL-B AD_DETAIL-I O O O
네 알겠습니다. 그러면 수거할 주소는 배송 받으셨던 서울 서초구 주안2동 1450 아파트 몇 동 몇 호입니까?	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O O O O
회수는 서울 마포구 대저1동 롯데3차아파트 이하 주소 확인 부탁 드립니다.	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O O
네 배송 받으시는 주소는 경기 수원시 장안구 상도로 12길 이하 주소 확인 부탁 드립니다.	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
사매면 인화리 미장휴먼시아 270동 3145호요.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
부산광역시 강서구 유통단지1로 76 건축자제판매단지 8동 101호	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
네 기다려주셔서 감사합니다. 회수는 울산 북구 효자동1가 이하 주소 확인 부탁 드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O O
지금 장림1동 위브아파트 지하주차장이에요.	O AD_ADDRESS-B AD_DETAIL-B O
804동3812호 입니다.	AD_DETAIL-B O
네 124동 3467호요.	O AD_DETAIL-B AD_DETAIL-I
그럼 반품 처리 도와드리겠습니다. 회수하는 주소는 기존에 배송 받으셨던 경북 부여군 장암면 이하 주소 말씀 부탁드립니다.	O O O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
제주특별자치도 서귀포시 청원구 법1동 다음주소가	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
저희가 수거해 갈 주소는 처음 배송 받으셨던 충남 서산시 물금읍 이하 주소 확인 부탁드립니다.	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
확인해 주셔서 감사합니다. 수거할 주소가 배송 받으셨던 서울 영등포구 효창원로 8길 64맞습니까?	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
130동 448호요.	AD_DETAIL-B AD_DETAIL-I
D동 3934호요.	AD_DETAIL-B AD_DETAIL-I
서울 강남구 삼성동 159번지 코엑스몰 B2 G209호	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
쌍용1차아파트 1818동 1108호입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
쌍문3동역에서 가까운 지점 알려주시면 가져다 드릴게요.	AD_DETAIL-B O O O O O
안타깝지만 반품 접수 진행해드렸습니다. 회수 주소지는 서울 노원구 공릉로 59길 25 청솔아파트 몇 동 몇 호세요?	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O
1258동 4161호요.	AD_DETAIL-B AD_DETAIL-I
금광2동 래미안금광아파트 588호요.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I
광주광역시 동구 동계천로5번길 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
주소: 1275 Pale San Vitores Rd 전화: +1 671-647-1234	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O
서곡동다음주소가 어떻게되시죠?	AD_ADDRESS-B O
경기 파주시 광탄면 신산리	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
부산광역시 해운대구 마린시티2로 38 해운대아이파크	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
1231동 1691호요.	AD_DETAIL-B AD_DETAIL-I
상품 회수할 주소는 인천 연수구 식사동 북성로2길 나머지 주소 확인 부탁드립니다.	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
네, 확인 감사합니다. 회수할 주소는 경기 김포시 밀머리로 1번길 56 이하 주소 말씀 부탁드립니다.	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
구반포역 3번 출구에서 Om 정도 직진 하시면 구반포지점이 있습니다.	AD_DETAIL-B AD_DETAIL-I O O O O O AD_DETAIL-I O
네, 알겠습니다. 회수할 주소는 경북 안동시 금촌1동 10 이하 주소 확인 부탁드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
김천시 동안구 감전동 다음주소가 어떻게되시죠?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O
무지개마을제일아파트 102동 301호입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
계림1동 입니다.	AD_ADDRESS-B O
자이아파트 97동 62호입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
681동 890호요.	AD_DETAIL-B AD_DETAIL-I
제주특별자치도 제주시 구좌읍 비자숲길 55	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
네, 확인 감사합니다. 수거할 주소는 기존에 받으셨던 서울 성북구 석촌동 와룡로 45길 맞습니까?	O O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
주소 : 서울특별시 강서구 KBS스포츠월드 제1체육관 탁구장	O O AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
e편한세상아파트 208동8435호입니다.	AD_DETAIL-B AD_DETAIL-I
해운대 토요코인호텔	AD_DETAIL-B AD_DETAIL-I
부산광역시 남구 유엔평화로 110	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
구천면 미천리 입니다.	AD_ADDRESS-B AD_ADDRESS-I O
기다려주셔서 감사합니다. 수거할 주소는 배송받으셨던 서울 동대문구 쪽구름2길 맞습니까?	O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
70동 540호요.	AD_DETAIL-B AD_DETAIL-I
네, 확인 감사합니다. 배송 받으셨던 주소가 인천 계양구 목천읍 맞습니까?	O O O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
광안리 민락동 카페 그레코 방문!!	AD_ADDRESS-I AD_ADDRESS-I O AD_DETAIL-B O
